Topic,Count,Name,Representation,Representative_Docs
121,24,121_goat_messi_ronaldo_bakri,"['goat', 'messi', 'ronaldo', 'bakri', 'cristiano', 'cid479368ca7txzvn9mjtakc34qd8nniv0ltv7f7u5lnbfvg2ho', 'sheep', 'chhetri', 'sachin', 'cr7']","['goat  leo messi cristiano ronaldo chhetri narendra modi thala  vote messi ball    cid479368cax0qwzqgbrpbz873cl2ici6byjddoj16wrndrotmo    ctg    real goat  saab choice saab bb v  bakri bakri chutiya hoon', 'goat   ronaldo messi   cid479368cap1mbtk50smpbxk3ikxbb7gdqqz1pt436j9ivpg3k    ctg    real goat  ', 'goat  lionel messi  cristiano ronaldo    cid479368caf1z7o4qa9sao8zk56rtyxvisz862ldkioaeuawge    ctg    goat   cid479368caimvc7sgdb4gh8wjumkjnem9li1xjy97b67vcugms    ctg    mausi band debate  great players gon honest man  swagger ronaldo amazing statistics messi s favour   cid479368caqh0pyo6xhy2qdt15uekrfc93xww2lblcdvjyi2ju    ctg    s debate anymore  cristiano ronaldo baas baat khatam    cid479368caimvc7sgdb4gh8wjumkjnem9li1xjy97b67vcugms    ctg    bakri goat animal     debate end peace  obv messi sunil chhetri ']"
122,24,122_rate_10_6000_star,"['rate', '10', '6000', 'star', 'semiconductor', '1010', '13', 'reels', 'russian', 'monitor']","['rate depression 10  10 10      13 79 46 0  depression snowflakes   10 mtlb measuring unit galat  rope size  11', 'rate setup 10  simple rgb kami kewal monitor  2 smash tech  placement tech items  hd webcam side monitor lamp  stream  make money  investment worth  showbazi  kezual setup minimalist  aesthetic  pretty decent  cool  simple fine', 'actual rate russian  6000 6000 6000 russian gufa milega 6000 kay to  nepali paise russian puch  russia chakr pado indian kudiya 4000 hazar rate australia match fix  satsa russian 6k ajayega quality toda mahengai padega   cid479368cas68q3hlxcmb42dz0xf6nrgq93b8c725cs4zjzx4r    ctg    150 rupiya']"
123,23,123_perpose_boys_loyal_tution,"['perpose', 'boys', 'loyal', 'tution', 'girls', 'value', 'suplex', 'milti', 'boy', 'ladkiyan']","['s   question description  boyssss      s notice girl time   girlssss     s notice boy time   comments  interested  personality boy  notice girl  depend ladki aa  figure smile ignore talk smile brain unused   smile eyes  aankhein question boy  eyes  talking personality  dhyan chehare h phir chehara muskurata h kbhi kbhi ankhon ankhe takada jate h phir nazare jhuka te h ldki nazar chala h  ', ' perpose  idea boy girl stupid jisko pyar jisko crush  prapose padega  short  perpose  s propose   perpose  nt matter feeling side girls nt ego attitude judging girls proposes side aajkl duniya sachha pyar khush das jagah mooh mar boy  s perpose pose  depends rich chahe aakhir katna hai 90  time boys propose 1st boy jisko perpose spelling ho', 'choose group qualities girl loyal mannerless cute greedy mature funny smart cold liar honest rude selfish loyal cute chize adjust jayenge   layak manner cute  2nd 1st yaar  honestly  shayari kahun trah  masoom chaalon imtehaan  shiddat e muhabbat asmaan  reh kr aajiz aaun  rehne itminaan  raghbat e rooh shiddat mustaqil izafa  jism dukhe  jism lahu luhaan  1st  teach manners mature  funny  hot  supportive boyfriend make hype small things stuffs  loyal manner cute']"
124,23,124_commerce_science_stream_arts,"['commerce', 'science', 'stream', 'arts', 'pcm', 'humanities', 'pcb', '10th', 'art', 'padhai']","['stream humanities  arts padhai science commerce suicide', 'sb stream stream dosti kr arts commerce otherlmkic science science commerce', 'sb stream stream dosti kr science commerce otherlmkic arts science commerce smj aate yrr nonmedical science  medical commerce  dosti kro  commerce  dosti kro  2 science ']"
125,23,125_battery_phone_percentage_mobile,"['battery', 'phone', 'percentage', 'mobile', 'warranty', '87', '69', 'lkmix', 'charge', 'alaba']","['600 tws wings flowbuds 200 questions h baare pucho  battery  app support  warranty  sound achha  love kirti sorry cheating plz unblock  comment krke pucho  pdta poll select h  warranty 1 saal h bs product lene box card aayega register kr lena 3 months extra warranty rehti h kismat jaayegi app support earbuds p milta h battery maamle gjab h ear phone charge kro 45 ghanta chala box full charge aaram 45 din nikal loge sound maamle thode piche h bass superb h bus melody wagera dull h', 'answer  part6   life  die       dadi eek marr gyi jhuthi kasam khaa kea maar deta hope phone battery battery hairs  insaniyat  jk battery dick', 'hotel 100 rooms book 1 ur battery percentage  mind comment 79 60 book kro 20 room sharing battery dead  50 19 19 56  key 23 31 69 47 paise gareeb  88 65  wan join  69 hehehe 72 mine 80 34 11 52 rest room  rimuru09   sabrasura hv occupied  booking closed  78 adjustment allowed 56  mine 69  96']"
126,23,126_aliens_alien_ocean_space,"['aliens', 'alien', 'ocean', 'space', '51', 'humans', 'area', 'fourarms', 'chromastone', 'ben']","['aliens chose represent humanity aliens landed earth chose represent human race  fucked  tad bit  5050 peace  s  opportunity bring species mating ll  s start war    s start war haha guys fucked  yaa fucked capable win', 'aliens beleive carry video aa gya beer  dmad jh  nt   cid479368ca2fvs6k2syo8phty87dmlwbrbf5a1boq668p2gswy    ctg    jaadu aliens big universe moye moye choti lulli jaadu   rimuru09 yhi alien h', 'tough zombie apocalypse prehistoric creature aliens choosing ur poll aliens']"
127,23,127_taylor_swift_overrated_singer,"['taylor', 'swift', 'overrated', 'singer', 'fan', 'rey', 'swiftie', 'halsey', 'lana', 'sza']","['ladke taylor swift hate krte h   lmkic krta chutiye  esi afwa faila     hate baat  die hard fan   overrated overrated s nt nt hate nt heard songs ngl music type shake yrr  gaane sune beautiful   cid479368cabtf71qm8l1rgkdtdrnktp2ydofmcxmz699xv9ayi    ctg    overrated taylor swift  unpopular opinion hate  love music whole', 'taylor swift overrated  hell yess    lmkic yesss     taylor swift global sensation  s pretty  taylor swift  talent leaves  nop      rated v make topic popular  smart move shreya ghoshal  aayein taylor hyped fans made overrated suna  s boo  taste  hope  s chill nt', 'bts taylor swift overrated soo cringe overrated bts taylor damn truee   listen english songs great music khas ni better indian songs overrated af  taylor swift lob  bts overrated suna abi overrated definition taylor swift overrated']"
128,22,128_religion_religions_dharm_humanity,"['religion', 'religions', 'dharm', 'humanity', 'god', 'sanatan', 'dharma', 'consciousness', 'radhe', 'hindu']","['religion  makes sense  christian muslim hindu religion makes sense interpret  buddhism pislam choose kia  flat earth nt care religion make sense yoga dange karwayenge poll dange karwane dala  hunches lie aukat dikhao believe different religions hold meaning value different individuals based personal beliefs experiences  s important respect appreciate diversity religious beliefs find resonates personally ll baised answers  religion lagega  backfire effect  relate confirmation bias ', 'important  humanity religion god insaaniyat important  humanity sanatan  dharm tohhh sanatan  follow god  automatically make maintain humanity  actual religion   jihadi mulle  sanatan dharm sarvopriye  afcource humanity becouse dharm sanatan', 'priority humanity religion dharm bda ni  jai shree ram  religion venom humans jai shree ram  huuuumams religion evil   my dharm teaches insaniyat badh']"
129,22,129_ctg_compliments_persent_disagree,"['ctg', 'compliments', 'persent', 'disagree', 'seekers', 'agreed', 'hitler', 'meme', 'pareshan', '2525']","['bawwwred lez war  noob comments s   cid479368caifhun72oi2396sio53sqwktc8y3d7o217rjdtd67    ctg      cid479368cahscqhgrn7sqpv0iy6e950sx7wdmbbg389w9j8are    ctg      cid479368ca69xms6zgea0un7qbgs05dl2qpn8f5yep8i0j0iom    ctg      cid479368cabntltebtimld4py6w4l6la2mgmedx7d5b9pou0wn    ctg      cid479368caihqwjeb0ztf47ov2miggdrm8m1ssw7stenrfp5qc    ctg      cid479368caa1tvcmojoiog1knel1u34ncbyowwmoxfhj6s9btf    ctg       cid479368car5r39vv7ew8vec4vyemti4446latrx2db35mfn0v    ctg      cid479368ca7tdjmwobhor8lmwv4cih3e8t6hb3eoy80ly4w3qn    ctg   ', 'comment loved comment comment baigan    cid479368cat3ezy3ze7i960xrvm7t1m8bwazt4u121yz5gsk3s    ctg      cid479368caeq2zcbeoofwgh6gss2egsa07de508odoq3lw6mcg    ctg      cid479368caacuki7x8iui3m3xfuf6tstveb6llmanswwxranuj    ctg      cid479368carm5pj4sfenmg2vuj5iteey1uwylnbq0f68t7zo60    ctg      cid479368cacb87ef1s9orl9rv75ropgfergcl1n2rn63qunv84    ctg      cid479368cax990msfa7j5ygd9ldiujygwx8geibhzmeldmr11f    ctg      cid479368cap12p2xsorum57i16cxowx7c0on578lut56yxwv7g    ctg      cid479368ca9w8c2x2q06urvxifwzb6r2c9c7be4a62nyv3af1m    ctg      cid479368caovrdyng0k37h0re4qwk9o4zikw5wvudd193l84x4    ctg      cid479368cag0o31qdvoeo7j3ixqappmujx9s8tqsatjj0e4y6h    ctg      cid479368ca5fc5wmooxyveblcumj62tn308wm6jm9ly7ipax1i    ctg      cid479368caibe1wunr3dwlkji6m4rhfophg54wnxdngqzvi8uu    ctg      cid479368cakvr9rkvic24dpzompxhazp4urtgork2qu0s13lbn    ctg      cid479368cau6lr6y03uv4srobq4f8qziy8uxv0c04acqyyb7g7    ctg      cid479368cakzf820itq0xiokb6fu1zalofxkyb1y74y189pke4    ctg      cid479368caomlestz419tpvzgc6d40v7k5441b8ekc7idxesip    ctg      cid479368causyf1x0co6igcdu0v3ncbpjxavn6vp5tbyixdjhb    ctg   ', 'proposes  questions  u comments yes no run   cid479368cadn428heamhj37yz38gniuu8nmd8vai78bi73ki1b    ctg      cid479368callraiu5w28siec3la0bzge7gfqfw6qt9qicu5bdx    ctg    love   cid479368cal9fc9ea0wehkyfikk9pg1dm22yxkux042f7irz1i    ctg    bure din aagae apke    cid479368ca2aq02s77r72wcsww48srn4g8bdxe1o6kr4tuvhhf    ctg    find camera prank kidar karde aajkal dikkat ni thode sawal baat answer aayega  sapna tutne bataunga   cid479368cacur2dcpsnomfpxu1crn6hlr7j0zh4nmbs170gquy    ctg    kro pareshan gye pareshan gyeee kro bss sawal   aapki buri choice khas vajah   bukhar sar tk chadh gya chalo doctor paas lekr chalu maa ney kia thaa mayne chod key chodh dia']"
130,22,130_profile_mirror_selfie_picture,"['profile', 'mirror', 'selfie', 'picture', 'click', 'photo', 'pencil', 'change', 'camera', 'option']","['change profile hunch  ik ll comment profile click gir pencil icon click ', 'change profile picture  nt option  ca nt   profile  click pencil icon profile picture select camera gallery ', 'change profile pic   choose   honestly  shaping ur eyebrows  click mirror selfie  lot   photo click  hunch  ghatiya photo  mobile phek  kaam khudse karle  photo b choose 1 aache profile leye cute hea black hea bw  eyebrow mota lagi 1st chaho setting ']"
131,22,131_art_artist_painting_attack,"['art', 'artist', 'painting', 'attack', 'drawing', 'huron', 'seekh', 'career', 'awesome', 'autumn']","['nostalgia    days art attack gourav bhaiya   watch mad mad  do loved art attack  posting art attack pahle gussa ata ispe miss  art attack  art attack  bothh bhaii', 'u love fine art   comment', 'art seekh sikhna chahta hain seekh art seekh art wat lagate h comment drawing kisiko samjh artist learning   mtlb akelapan dur bnata  art  learn art disciplined  focussed  hardworking ']"
132,21,132_talk_available_chat_girl,"['talk', 'available', 'chat', 'girl', 'request', 'purpleestate', 'respectfully', 'sessions', 'joe', 'female']","['girl talk  girl', 'girl talk ', 'girl available talk']"
133,21,133_hair_hairs_cut_bald,"['hair', 'hairs', 'cut', 'bald', 'baal', 'hairy', 'shaved', 'haircut', 'length', 'nails']","['hair care remedy dedo yaar pass eat snake ganja hairs ayenge ekdum strong bald stop taking stress  sleep  nt wash hair everyday  nt hair colour s party family gathering  mother grandmother  remedies rosemary  effective serum shampoo  local water hard filtered water  eat proteins  almonds ', 'boys hair hair  nt matter hairy nigga 2030    cid479368camzqdkucx2hkmh7o46nxk6sfs91n4hda62ayd94pk    ctg    hair  style  locks flow  boys  boys hair  kidhar   ', 'u     hair head lmkic nop h sr hair    nt hairs ']"
134,21,134_rich_super_smart_poor,"['rich', 'super', 'smart', 'poor', 'generous', 'unknown', 'ugly', 'intelligent', 'choose', 'famous']","['super cool super rich explain choose super rich super cool rich  cool super rich brings super cool super rich  super rich lamborghini future wife super rich  ig explanation required rich hotoh coolness aajati', 'girls intelligent rich partner   partner hv 1  rich intelligent girl smart choose rich', 'rich famous rich unknown  rich famous rich unknown rich unknown rich unknown s perfect    money s pretty easy famous social media    rich flex rich bakchod rich unknown bs unknown h rich  s  rest nt matter']"
135,21,135_sex_washroom_fantasy_club,"['sex', 'washroom', 'fantasy', 'club', 'place', 'mall', 'public', 'plane', 'bathroom', 'pool']","['public sex movieslibrary sex club pub beachforest lmkic public mall railing  pun intended  aayin mountains quiet place fair ', 'kinks fantasy wake sex dancing car pool sex threesome threesome orgy lot omg daily sex different ladies sex theatre cream pieing small dick humiliation   wake sex bathroom pool  simply lame pani jake pahad jake airoplane khudte sex ', 'weirdest fantasies lmkic nt sex plane washroom mall s club s washroom   drunk   sex partner fcking zombie commenting types polls ignoring']"
136,21,136_mummy_papa_mary_wapis,"['mummy', 'papa', 'mary', 'wapis', 'side', 'moan', 'socho', 'kisse', 'mommy', 'khelte']","['riddle   mary mummy 4 betiyan thii  naam january february tisri march  4th ky naam   easy mary marry hogi mary mummy badi mast mary ', 'chlo papa mummy khelte g khelte h n kammo honey mood bnao papa    papa    laga deta glt sence banata gandi baat kr ganduoo jann  reply  papa mummy bar sun', 'afraid   mummy chappal papa sirf aavaz mummy  rukk papa bulrahi  pappa eyes  mummy kitchen awaz   lavda dar bhai option yrr papa belt ']"
137,21,137_toxic_dangerous_toxicity_baalak,"['toxic', 'dangerous', 'toxicity', 'baalak', 'details', 'ppl', 'jealous', 'expectations', 'wah', 'matured']","['wanting partner refered toxic  comment  wanting partner emotionthoughtaction dislike considered toxic  zyada uski privacy ungli kroge toxic   cid479368ca5itz3t4zq8jz4weyxexcntf4vsp91w40s6g7bw2a    ctg    toxic depend krta tumhe uski maa bhen baap sb bnaa toxic h', 'toxic friend tolerate leave revenge  friend s toxic friend find baat toxic  baat beta h  dost toxic  backstab  antivenom deke uski toxicity door kr leave  ', 'toxic peoples   fun   toxic u sieve toxic  toxic  downgrade update thoughts toxic ']"
138,20,138_male_female_gender_mail,"['male', 'female', 'gender', 'mail', 'genders', 'alien', 'handwriting', 'admi', 'kuta', 'mard']","['gender  alien female male male male man boy admi ladka mard kuta kamina  female alien  depend roleplay tv remote male gender mechanic alien female washing machine alien expert alien sari femail milti gajab bejjati ', 'chance reborn gender   female  female  male  male  male  female  female  male  ladka dobara ladki banna chahta s curious  shemale ', 's gender hunchers  non binary  male  female  male men boy admi ladka kuta kamina guess  male female female jayda male milenge female']"
139,20,139_toxic_expire_kathal_poisonous,"['toxic', 'expire', 'kathal', 'poisonous', 'jehrila', 'jeher', 'paseena', 'poison', 'hii', 'junoon']","['poison expire date niklne kai aor poisonous hii km  intelligent   chek kr kai batunga wait   ', 'zeher expire hogaya pss kiyun ye tbh bdia work krega hae abhi merko bhej fekna   waste  nya khreed kr khaa  intejar pee taste  poisonous poisonous ', 'jeher expire jehrila kaam  theory clear plz  pike deakh jehrila kaam comment  kr  parsal kr    cid479368ca2x0v25560ugy7d9e0uadozog22wy30g21cazs6tw    ctg    side effect expired ruko kake batati hoon jeher kaam band toxic ban pahle istemal karein phir bataein jehar expire ']"
140,20,140_mountains_beach_mountain_beaches,"['mountains', 'beach', 'mountain', 'beaches', 'ocean', 'sea', 'hills', 'pacific', 'forest', 'lake']","['mountains beaches  mountain beaches plaines pahaad      beauty  confuse mountains reasons prefer beaches bikini girls 12 bigha khet s  mountain anyday mountains  taaki ekdam top dhakka saku  bitchess  mountaaaaains mountains sukoon h', 'pick beaches mountains  yr chala mountain ', 'mountain beach beach mountain beaches mountain  mountain']"
141,20,141_photo_blessed_picture_pic,"['photo', 'blessed', 'picture', 'pic', 'image', 'jatin', 'gustakhiya', 'wee', 'chashmish', 'saaf']","['picture poll  blessed nt picture   ankho gustakhiya  nostalgia didi  chashmish gang m blessed guess  blessed  today pic  chashmish gang  rasta korea taraf hai  nt  ride balloon   cid479368caadf1ytl8cbhm6wo5m7ubkcr1awh7nbngfu5aw3ds    ctg    m blessed times picture ', '   comment  moye moye photo lgane cool bannngya    mitti gir gya saaf leta photo kheechne pehel nice pic  attitude king lag sakal acchi h poll acchi daal h mitti saaf  krke photo khichvata', 'photo poll krungi dekhnh chahoge  yh   gatar  boobies shaved pussy  wood behen pass  yaa  google meet aakr dikha  boobies pussy  photo kaunse photo dal  phele dikhao      cid479368ca64t17gratwcj3dcvfyq56qmllm0hq25fer46po65    ctg    aatma hole dekhana chahta dikhaogi tum photo  vote cat face  ']"
142,20,142_cheat_cheating_barber_flex,"['cheat', 'cheating', 'barber', 'flex', 'cheats', 'shares', 'cheater', 'cheaters', 'girls', 'boys']","['choose cheat barber die  switched 3 barbers  ca nt cheat barber dawg barbar sold dukaan 2 months ago  2016 pass  baal katwata  cheat barber ve childhood cheat bruh cheating barber     sin lynch hell', 'guys cheat maza born cheaters    s stupid statement  baigan  bullshit  guys cheat  girls cheat  forever loyal  statement ca nt generalised question  cheated girl relationship cheat s logic times     esa h yr', 'girls cheat boyfriend re boyfriend hn boys krte  cheat partners nt perfect  cheat cheat kr loyal reh h bhay ']"
143,20,143_lonely_loneliness_feel_feeling,"['lonely', 'loneliness', 'feel', 'feeling', 'yasss', 'varna', 'everytime', 'momooooooos', '429', 'dairyymilk']","['feeling lonely interested goss follow ', 'online   lonely', 'n feel lonely n feel lonely  nt make feel lonely akele raho bhaj dark shit feeling lonely condition  2nd coz theoretically u r lonely feeling lonely feeling lonely level ']"
144,20,144_sleeping_sleep_gaming_library,"['sleeping', 'sleep', 'gaming', 'library', 'anime', 'free', 'music', 'games', 'stare', 'overthinking']","['s hobby  free time  comment overthink  singingdancing  sleeping  movies ptjob  sleeping  scrolling instagram hunch movie overthinking sketching sleeping  escape reality   celebrate sadness', 'escape reality  sketching overthinking gaming night u watch porn daydream sleep  music  sleep  gaming  overthinking  bkchodi sleeping music', 'whey bf sleeping early   music  sleep  netflix   time   explore hobbies  sojao subah uthke bartan dhona pocha lagana khana banana  soye kaam haina lower utaro hontho chuu  jaag jaye ga tumhe jga  talk bff jao change boyfriend  ez u sleep usko sone  soo jao  karogi tumare nakhre listen ur fav playlist vibe soja goss   cid479368ca2d51j5u9gzzn2r9g06ospq62cqegvgsue3j6fq85    ctg    music option feel heal nourishing memory nurturing insecurites morning vibe hoon likh lele cutie laila  ']"
145,19,145_actor_bollywood_khan_natak,"['actor', 'bollywood', 'khan', 'natak', 'acting', 'srk', 'shahrukh', 'cast', 'bapre', 'nawazuddin']","['indian actor   allu arjun prabhas kamal hassan irrfan khan nawazuddin siddiqui  manoj bajpai  kay kay menon  srk  irfan khan', 'bollywood real king salman khan shahrukh khan akshay kumar amir khan producers jawaan movie king kong bgm  technically srk   guess shahrukh fr karan johar town  jony lever rajpal yadav', 'guess bollywood actor   shahid kapoor john abraham vivek oberoi zayed khan bikes chori mann h  aakhon nawazuddin siddiqui lgta  selmon bhai bapre hard guess  ankho bapre sushant singh rajput sawant']"
146,19,146_anime_kdrama_series_dramas,"['anime', 'kdrama', 'series', 'dramas', 'movies', 'hollywood', 'webseries', 'web', 'drama', 'watch']","['u  web series  drama anime movies web series movies video games anime yt shorts dramas ', 'prefer  lmkic  dramas series movies movie theen din leke khatam kartha hoon cartoons comics cricket  movie  porn anime  novels     mangas movies  anime mobies movie  theatre  dramas anime drama    cid479368ca76c8nylrh9gm7l2w1t6n2yhlt9y5udvsoq5l8709    ctg    dramas movies series hollywood books anime movie movies cuz series long dramas series movies b jispe mood set jaye movies comedy webseries  kota factory  panchayat  asur  bhut aapko aanand anubhuti', 'choose anime kdramas kpop pervert anime  kdrama anime  kdrama  kpop  god charms  m guy love kdrama anime s kim kardashian porn perfect anime till attack titan give watch jujutsu k henta anime  dhh      time anime kpop  kdrama dekhne  bss time pass kru idhr kdramas specially  goblin   piece dramas  dramas    cid479368calt8knczk32elrs4zq3ofnttbma81afpj8xkz6bhr    ctg    pop  anime overrated kdramas anime       kdrama  trkish bramas gos anime']"
147,18,147_ram_jai_morning_rom,"['ram', 'jai', 'morning', 'rom', 'shree', 'radhe', 'sa', 'laddar', 'saryane', 'khamma']","['ram ram bhaiyo behno jai shree ram jai shree ram sabko jay shree ram  ram ram', '        morning               ram ram', 'ram ram uth  ram ram comment jai shree ram  neend ram ram ram ram jai shree ram moment talk lord saviour bhupendra jogi ram ram ram ram mei ram ram ram ram  ram ram laddar ram ram sa']"
148,18,148_peace_sukoon_chaos_omegle,"['peace', 'sukoon', 'chaos', 'omegle', 'jong', 'bachao', 'kim', 'silence', 'walking', 'beti']","['peace small word hardest  peace chaos chaos inside chaos makes muse word  sex  same dhund  peace sirf pieces  5 rupiye shishi  dam rest peace jao', 'party peace party peace depends mood shanti peace', 'holding  nowadays relationship peace comment thoughts career maa chutt 98372 70290 pp                  cid479368caf962l421hv4cbeymexdscvkj7jfmsp7qa3bbert8    ctg    mobile phone relationship sukoon milta milne  peace  situationship memories career goals preparation  peace  peace ']"
149,18,149_israel_palestine_support_palastine,"['israel', 'palestine', 'support', 'palastine', 'radicals', 'hamas', 'terrorism', 'debate', 'war', 'supporting']","['israel palestine israel palestine ban plastic     nepal', 'israel palestine war israel palestine london wrong ', 'u support  palestine israel  akela palestine  palestine  offcourse israel comments  jai shree ram hindu support full shit  indian support israel  ofcourse israel innocents modi ji real madrid']"
150,18,150_jaag_rayad_nanded_delgi,"['jaag', 'rayad', 'nanded', 'delgi', 'ligma', 'illa', 'sogye', 'odia', 'patch', 'mallu']","['pune   rayad', 'mallu   illa', 'sogye sb  fayda jaag']"
151,18,151_winter_summer_season_autumn,"['winter', 'summer', 'season', 'autumn', 'monsoon', 'rainy', 'winters', 'spring', 'weather', 'cuddling']","[' favorite season  summer spring winter autumn extreme winter  season  rainy ', 'choose favourite season 1 summer season 2 winter season 3 rainy season 4 winter winter rainy  course rainy season makes trees plants beautiful autumn fan  season summer rainy hate winters juz cold  summer summer r u summer  tk icecream khaane mile tb tk season    autumn  monsoon  nt love dancing rain  winter  winters       cid479368cacwsbuoo0i7mu4lotj107wfr1zvp144rr4i5xk9u0    ctg    summer ', 'season u love   winter summer rainy spring winter autumn winter spring         ctg    winter ']"
152,17,152_single_mingle_committed_singel,"['single', 'mingle', 'committed', 'singel', 'hl', 'setting', 'desperate', 'janam', 'aachar', 'shikaari']","[' committed  lmkic single  haq single isko sb jaan h single h', 'single mingle mingle single single jingle dingdong', 'single single nt remind m single mingle single  single m single ']"
153,17,153_sleep_pee_hiccup_sst,"['sleep', 'pee', 'hiccup', 'sst', 'sneeze', 'bje', 'kesse', 'fhr', 'hiccups', 'immideatly']","['hiccup time sneeze time hungry time time hiccups girls  time sneeze girls gave dhokaaaa  ca nt lie sneeze feels  hiccups irritating select 3rd option sleep time   cid479368caz2ijc856i2wsmq8ghjhzzb8c8plffiyogoyykmog    ctg    hiccup sleep al time hiccup shi rhega  suna h jb yd krta h tb his bhane yaad rhunga uaaakkk', 'kattam hogye examsss kaya   moj kr molest kisiko 2 option bakchodi  hunch frnds kt preparation sleep eat sleep  ldko koh kesse kesse tease molest btaade  neend  basement jaake bethh hey pass hey masti kro  fail bhaagne tayaari basement bacho khana  specific options  maze kr  bakchodi pel life enjoy kr  lyuki lode frse lagange basement chale apane', 'guys 2 bje tk neend chahiye    m watching cartoons bcz  feeling sleepy bit   m feeling hungry  tomorrow school skip  guys u  plzz comments suggestion btado  sleep  lmkic throw phone window   moment bruh sleeping pills    45 bje sota hoon  aadhi raat khatam ji gyi h jaag raat sokar jage raho 67 bje jao binge watch series s boring u sleepy s fun finish kud jao comments padhne time waste kr nind aajayegi kaam kr sbse cartoon dekhna bndd kr fhr kha late night craving shaant kr fhr earbuds lga arjit gaane sunn neend aa jayegi bhaiii  ese poll daalne']"
154,17,154_smell_petrol_farts_fragrance,"['smell', 'petrol', 'farts', 'fragrance', 'flourish', 'pleasant', 'inspired', 'floral', 'smells', 'rotten']","['chiz khusbu deewane  armpits herhis farts food hey  flourish poll inspired poll   weird smell   farts    abey yrrr  ky option    petrol money  wet pussy pussy', 'favourite natural fragrance  petrichor  pleasant smell earth rain limonene  pleasant lemonlike odor woody  sandalwood  pine  patchouli  vetiver cedarwood floral  frgnance emitted floral tissue  eg  flower petals  floral woody petrichor limonene jasmine hey  flourish inspired poll  choose option comment water', 'smell fragrance enjoy occasionally   comment weird smells u comment favourite fragrance  1 burning tyre  2 burnt firecrackers  3 paper  printing fragrance  4 plastic 5 medicine 6 animals 7 lpg gas 8 rubber petroleum nail shoe polish alcohol phenolnapthalene kerosene  bus smoke boiled peanuts smell leaves setting firecrackers yo xd petrol ig rains  gili mitti smell   ']"
155,17,155_relationship_swad_khusi_ach6i,"['relationship', 'swad', 'khusi', 'ach6i', 'lathhe', 'dual', 'buri', 'aisha', 'mahine', 'teenage']","['relationship gye  gye  h haaan comments naagin bar dasne marte marte bacha bar daalegi marna pakka isliye bhale dukhi akela humpe nawww thuka chaatne aadat maal masaala bhari', 'nibba nibbi 2 days relationship  aisha aisha milega dinnn pakka    mila isliye jal whatsapp zuckerberg saktiyo galt estmal h father  zyada chaddi geeli karri competition laga  ori baba ', 'ladki dilwa bhagwan  3 mahine single  jayegi savra dilwa vatsa  paidaish single socho humari halat mandir  bhgwan yai karru 3 mahine relationship  bhagwan pareshan  ladkiyo bhagwan kyuu tmne haii n zindagi single reh jaate 3 mahine tadap ate ']"
156,17,156_moon_moonlight_armstrong_chaand,"['moon', 'moonlight', 'armstrong', 'chaand', '2040', 'climbing', 'mars', 'neil', 'gravity', 'uchal']","['  nopee yupp nice moon pic  selonophiles assemble  yeahh  moonlight tho     moon missing   chaand pakadne nakam koshish  ht background kharab mt jr', 'important moon sun', 'moon  nah  sleeping moon ring cool sun ha nt moon beautiful  pokeball lg dhyan   mirror  moon andha  naraz aaj']"
157,17,157_room_hostel_rent_moye,"['room', 'hostel', 'rent', 'moye', 'rented', 'mitr', 'home', 'flat', 'sadak', 'rehta']","['choose room honeymoon  room 2 room 3 room 1 room change  kiara advani kajal agrawal yami gautam  gangbang ', 'room wan spend weekend in   room 1  room 2  sadak leta hoon  rehne dein lock doors set time bomb confused room 1 m interested indian gurls fck bhaiya milegi   room 3 unlimited wifi charging port free food', 'room rehta    room home  footpath  salman  hostler janwar jindgi jee rae  afsanaamir aapke room insaan jagah  sakhiyan   abhe nhe aane 2 saal rahunga room family khushi 3bhk rented flat  beghar ahsaas laga   room  paying guest game khelne room  kotha ha room studies state  hostel hoon bandiyan leti naukrani pair daba  rent  isliye extra mehnat karwaya  ham room lekar  hostel expert home sweet home   hamri condition room pai wbu   room rkha bss pitaji udhar   zindagi chlti piste romie annoying af moved back home moye moye akela hmesha room leke  girls ignoring moye moye manav  jaan jungal room hostel  god bless life set hogai h upperwaale daya khudka chaat hogya city room collegue girl sleeping corner playing mlbb pg  room room sone jao rene kato library  flat raho sister live home inside room home  ghr dur flat comments padhne comment samjha   join  jagah jayegi nahh raja tange failakr bed upr sotaa hoon  home h rehna chahte h hostel bhut enjoy jaaye room comfy hostel restriction rhte moye moye band krde yrr walo tukdo palta rent bkl jldi gand pay  room leke room rehta  sadak room sasta samajh baaki mehenge theab rishtedaar store shift jaata  bi warna college lecture sunna padta hai nostalgic   cid479368cat9f8vur34ozpvrfuoda5yiub08ty8nrnu3wm9j2x    ctg    bachpan pahle hostel room leke rah hoon  living rahne imagination  moye moye  hey  lets chat reh chuka 4 saal jesa rakhte flat ladkio dil rehta travelling sleept night railway station night bus stand  trained complaint  trip made arrangements hotel v room laka room pic upload ha jana ha bada zarurat hostel rehta  room  pg kabhua room footpath  salman suv  yar gf gi']"
